Site,Date,Start,Longitude,Latitude,Elevation,Location,Formation,Fire,Species,Count,Distance,Bearing,Time,Position,Notes,Site Notes
GL-BS-01,29/12/2020,5:46,152.259171,-28.823049,636.847,Gilgury 1,Dry Sclerophyll,Burnt,White-naped Honeyeater,1,50,S,,,,"Flowering trees at SE & E, had been grazed"
GL-BS-01,29/12/2020,5:46,152.259171,-28.823049,636.847,Gilgury 1,Dry Sclerophyll,Burnt,White-naped Honeyeater,1,60,SE,,,,"Flowering trees at SE & E, had been grazed"
GL-BS-01,29/12/2020,5:46,152.259171,-28.823049,636.847,Gilgury 1,Dry Sclerophyll,Burnt,White-throated Gerygone,1,60,SE,,,,"Flowering trees at SE & E, had been grazed"
GL-BS-01,29/12/2020,5:46,152.259171,-28.823049,636.847,Gilgury 1,Dry Sclerophyll,Burnt,White-throated Treecreeper,1,50,S,,,,"Flowering trees at SE & E, had been grazed"
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Cicadabird,1,100,NW,,,Out of Survey,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Painted Button-quail,,,,,,Out of Survey,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Australian Magpie,1,100,NE,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Black-faced Cuckoo-shrike,1,40,W,6:31,Canopy,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Eastern Whipbird,1,60,S,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Fan-tailed Cuckoo,1,70,S,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Golden Whistler,1,40,SE,6:28,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Grey Fantail,1,30,SE,,Canopy,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Grey Shrike-thrush,1,80,N,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Laughing Kookaburra,1,100,S,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Noisy Friarbird,1,100,N,6:24,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Noisy Friarbird,1,70,S,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Restless Flycatcher,1,80,SE,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Restless Flycatcher,1,50,NW,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Restless Flycatcher,1,20,E,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Rufous Whistler,1,50,NW,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Rufous Whistler,1,40,E,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Rufous Whistler,1,50,S,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Satin Bowerbird,2,20,E,6:26,Flyover,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Spotted Pardalote,1,80,E,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Varied Sittella,4,20,SE,,Canopy,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,White-throated Gerygone,1,70,NE,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,White-throated Gerygone,1,10,E,,Canopy,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,White-throated Gerygone,1,60,SW,,,,
GL-BS-02,29/12/2020,6:24,152.260362,-28.826109,623.084,Gilgury 1,Dry Sclerophyll,Burnt,Yellow-faced Honeyeater,1,100,NE,,,,
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Painted Button-quail,1,10,N,,Ground,Flushed on way in,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Bell Miner,,,,,,Out of Survey,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Pied Currawong,,,,,,Out of Survey,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Australian Magpie,1,150,S,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Cicadabird,1,100,N,11:15,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Eastern Spinebill,1,60,SE,11:09,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Eastern Yellow Robin,1,50,SE,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Golden Whistler,1,60,S,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Golden Whistler,1,80,SE,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Grey Fantail,2,30,W,,Midstorey,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Grey Shrike-thrush,1,100,N,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Mistletoebird,1,50,E,11:07,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Noisy Friarbird,1,70,S,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Noisy Friarbird,1,20,NW,,Canopy,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Olive-backed Oriole,1,100,N,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Olive-backed Oriole,1,100,S,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Restless Flycatcher,2,50,S,11:06,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Rufous Whistler,1,50,W,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Rufous Whistler,1,50,SW,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Rufous Whistler,1,60,N,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Superb Fairy-wren,4,40,S,,Understorey,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,White-browed Scrubwren,1,20,E,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,White-throated Treecreeper,1,40,SE,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,White-throated Treecreeper,1,80,NW,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Yellow-faced Honeyeater,1,70,SE,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Yellow-faced Honeyeater,1,40,S,,,,Late Survey
GL-BS-03,30/12/2020,11:06,152.291746,-28.878396,578.778,Gilgury 2,Dry Sclerophyll,Burnt,Yellow-faced Honeyeater,5,20,NW,11:12,Canopy,,Late Survey
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Yellow-faced Honeyeater,1,10,E,13:10,Midstorey,"Late Survey, Steep gully NE",
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Cicadabird,1,40,E,,,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Cicadabird,1,100,NE,13:17,,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Eastern Yellow Robin,1,40,E,,Midstorey,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Grey Shrike-thrush,1,20,NE,,Midstorey,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Leaden Flycatcher,1,60,NE,13:12,Canopy,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Olive-backed Oriole,1,200,NE,,,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Pied Currawong,1,70,E,,,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Red-browed Finch,2,40,NE,,Understorey,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Rufous Whistler,1,70,SE,,,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Rufous Whistler,1,100,SW,,,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Spotted Pardalote,1,50,NE,,,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,White-naped Honeyeater,2,30,NE,13:12,Midstorey,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,White-throated Treecreeper,1,50,NE,,,,
GL-BS-04,29/12/2020,13:10,152.279404,-28.883025,723.137,Gilgury 2,Dry Sclerophyll,Burnt,Yellow-faced Honeyeater,2,40,NE,,Canopy,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Australian Magpie,1,100,N,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Bell Miner,10,80,N,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Brown Thornbill,2,20,NW,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Eastern Spinebill,1,80,S,6:05,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Eastern Whipbird,1,80,W,6:10,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Golden Whistler,1,70,W,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Golden Whistler,1,80,SW,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Grey Fantail,1,3,NW,,Midstorey,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Grey Shrike-thrush,1,70,W,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Little Lorikeet,6,70,N,6:07,Flyover,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Olive-backed Oriole,1,70,W,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Peaceful Dove,1,30,SW,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Restless Flycatcher,1,40,W,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Restless Flycatcher,1,40,NW,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Rufous Whistler,1,50,SW,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Rufous Whistler,1,60,W,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Variegated Fairy-wren,1,20,SW,6:12,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,White-browed Scrubwren,1,30,W,6:03,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,White-throated Gerygone,1,70,N,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,20,S,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Yellow-faced Honeyeater,1,60,SW,,,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Yellow-faced Honeyeater,1,20,SE,,Canopy,,
GL-US-01,29/12/2020,6:03,152.25763,-28.823581,636.352,Gilgury 1,Dry Sclerophyll,Unburnt,Yellow-faced Honeyeater,1,30,N,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Dollarbird,,,,,,Out of Survey,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Grey Fantail,,,,,,Out of Survey,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Laughing Kookaburra,,,,,,Out of Survey,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Painted Button-quail,,,,,,Out of Survey,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Sacred Kingfisher,,,,,,Out of Survey,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Willie Wagtail,,,,,,Out of Survey,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Australian Magpie,1,100,SW,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Australian Magpie,1,80,NE,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Bar-shouldered Dove,1,20,NE,6:51,Flyover,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Bell Miner,10,120,NW,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Cicadabird,2,70,W,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Grey Butcherbird,1,100,SW,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Grey Butcherbird,1,100,W,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Grey Shrike-thrush,1,70,NE,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Grey Shrike-thrush,1,70,E,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Australian King-Parrot,2,60,S,,Flyover,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Noisy Friarbird,2,60,SE,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Olive-backed Oriole,1,50,NE,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Peaceful Dove,1,80,W,6:45,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Restless Flycatcher,1,60,NE,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Rufous Whistler,2,20,NE,6:43,Midstorey,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Rufous Whistler,1,80,SW,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Satin Bowerbird,1,60,NE,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Spotted Pardalote,1,50,N,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,Welcome Swallow,3,40,NE,,Flyover,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,White-bellied Cuckoo-shrike,1,50,N,,Canopy,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,White-naped Honeyeater,2,50,N,,Canopy,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,White-throated Gerygone,1,20,N,,Midstorey,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,80,N,,,,
GL-US-02,29/12/2020,6:43,152.258527,-28.826507,615.037,Gilgury 1,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,60,SW,,,,
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Bell Miner,30,60,W-NE,,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Cicadabird,1,60,NE,10:22,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Cicadabird,1,20,NW,10:31,Canopy,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Eastern Whipbird,1,100,W,10:24,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Golden Whistler,1,80,E,,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Grey Fantail,1,100,SE,,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Grey Shrike-thrush,1,80,NE,,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Noisy Friarbird,1,80,NW,,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Noisy Miner,3,70,W,,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Olive-backed Oriole,1,120,N,10:26,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Olive-backed Oriole,1,80,NE,,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Restless Flycatcher,1,50,SW,,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Rufous Whistler,1,80,SW,,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Rufous Whistler,1,100,SE,,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Spotted Pardalote,1,30,E,,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,80,E,10:21,,,Late Survey
GL-US-03,30/12/2020,10:21,152.289634,-28.878092,601.135,Gilgury 2,Dry Sclerophyll,Unburnt,Yellow-faced Honeyeater,1,60,W,10:28,,,Late Survey
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,Cicadabird,1,100,N,,,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,Golden Whistler,1,200,NW,,,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,Grey Shrike-thrush,1,100,W,,,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,Olive-backed Oriole,1,250,NW,,,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,Pied Currawong,2,50,W,,Canopy,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,Restless Flycatcher,1,80,N,12:43,,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,Rufous Whistler,1,70,NW,12:41,,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,Striated Thornbill,5,50,S,,Midstorey,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,Wedge-tailed Eagle,1,20,NW,,Flyover,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,White-throated Needletail,1,30,S,,Flyover,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,60,NW,12:40,,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,White-throated Treecreeper,1,80,S,,,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,Willie Wagtail,1,50,S,,,,Steep gully NW facing
GL-US-04,30/12/2020,12:40,152.277621,-28.882265,731.943,Gilgury 2,Dry Sclerophyll,Unburnt,Yellow-faced Honeyeater,1,60,NW,12:47,,,Steep gully NW facing
MN-BR-01,18/12/2020,6:59,153.300273,-28.539307,335.035,Mount Nardi,Rainforest,Burnt,Glossy Black-Cockatoo,2,1,S,,Canopy,Directly above feeding on Casurina,
MN-BR-01,18/12/2020,6:59,153.300273,-28.539307,335.035,Mount Nardi,Rainforest,Burnt,Albert's Lyrebird,1,50,W,6:59,,,
MN-BR-01,18/12/2020,6:59,153.300273,-28.539307,335.035,Mount Nardi,Rainforest,Burnt,Crimson Rosella,,,,,,,
MN-BR-01,18/12/2020,6:59,153.300273,-28.539307,335.035,Mount Nardi,Rainforest,Burnt,Eastern Spinebill,1,30,W,7:04,,,
MN-BR-01,18/12/2020,6:59,153.300273,-28.539307,335.035,Mount Nardi,Rainforest,Burnt,Eastern Yellow Robin,3,20,W,,Midstorey,,
MN-BR-01,18/12/2020,6:59,153.300273,-28.539307,335.035,Mount Nardi,Rainforest,Burnt,Golden Whistler,1,80,E,,,,
MN-BR-01,18/12/2020,6:59,153.300273,-28.539307,335.035,Mount Nardi,Rainforest,Burnt,Grey Shrike-thrush,1,50,SE,,,,
MN-BR-01,18/12/2020,6:59,153.300273,-28.539307,335.035,Mount Nardi,Rainforest,Burnt,Grey Shrike-thrush,1,80,N,7:07,,,
MN-BR-01,18/12/2020,6:59,153.300273,-28.539307,335.035,Mount Nardi,Rainforest,Burnt,Pied Currawong,1,150,NW,,,,
MN-BR-01,18/12/2020,6:59,153.300273,-28.539307,335.035,Mount Nardi,Rainforest,Burnt,White-throated Treecreeper,1,40,N,7:01,Canopy,,
MN-BR-01,18/12/2020,6:59,153.300273,-28.539307,335.035,Mount Nardi,Rainforest,Burnt,White-throated Treecreeper,1,100,NW,,,,
MN-UR-01,18/12/2020,6:32,153.301156,-28.540456,783.942,Mount Nardi,Rainforest,Unburnt,Albert's Lyrebird,1,70,SE,,,,
MN-UR-01,18/12/2020,6:32,153.301156,-28.540456,783.942,Mount Nardi,Rainforest,Unburnt,Black-faced Monarch,1,50,SW,,,,
