,X1,Site,Bearing,Point,Litter.Cover,Litter.Depth.OG,Litter.Depth,Undergrowth,Growth..2m,Canopy.Cover,Notes,Recorder,Treatment,Longitude,Latitude,Elevation,Location,Formation,Fire
748,1179,WP-UR-01,West,30,100,22,17,,2.1,90,,,RainforestUnburnt,152.334751,-29.475394,878.674,Washpool National Park,Rainforest,Unburnt
749,1180,WP-UR-01,West,40,90,39,34,"15, 18, 21, 184, 196",0.2,100,,,RainforestUnburnt,152.334751,-29.475394,878.674,Washpool National Park,Rainforest,Unburnt
750,1181,WP-UR-01,West,50,100,34,29,22,1,100,,,RainforestUnburnt,152.334751,-29.475394,878.674,Washpool National Park,Rainforest,Unburnt
751,1182,WP-BR-02,North,10,90,28,23,"4, 35",10,100,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
752,1183,WP-BR-02,North,20,90,36,31,,21.7,90,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
753,1184,WP-BR-02,North,30,100,44,39,,33,90,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
754,1185,WP-BR-02,North,40,100,34,29,14,35.8,80,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
755,1186,WP-BR-02,North,50,90,34,29,5,32.1,10,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
756,1187,WP-BR-02,East,10,100,40,35,"30, 47",5.1,70,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
757,1188,WP-BR-02,East,20,100,45,40,"8, 10, 47",32.8,90,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
758,1189,WP-BR-02,East,30,100,41,36,78,12.8,70,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
759,1190,WP-BR-02,East,40,100,36,31,"19, 27, 35, 55",13,60,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
760,1191,WP-BR-02,East,50,80,36,31,,NA,0,Fallen Tree,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
761,1192,WP-BR-02,South,10,90,24,19,6,10.8,60,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
762,1193,WP-BR-02,South,20,90,24,19,,2,90,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
763,1194,WP-BR-02,South,30,100,36,31,,12.8,90,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
764,1195,WP-BR-02,South,40,100,47,42,35,11.1,100,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
765,1196,WP-BR-02,South,50,100,37,32,31,26.8,100,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
766,1197,WP-BR-02,West,10,100,34,29,8,3.2,90,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
767,1198,WP-BR-02,West,20,100,45,40,,7.5,80,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
768,1199,WP-BR-02,West,30,90,51,46,"14, 28",8.7,80,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
769,1200,WP-BR-02,West,40,70,32,27,,15.8,90,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
770,1201,WP-BR-02,West,50,100,36,31,"1, 8, 12, 22, 28",30.8,60,,,RainforestBurnt,152.33317,-29.47405,896.317,Washpool National Park,Rainforest,Burnt
771,1202,WP-UR-02,North,10,100,34,29,"100, 147, 148, 159",10.2,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
772,1203,WP-UR-02,North,20,100,38,33,"174, 175",0.2,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
773,1204,WP-UR-02,North,30,100,53,48,,3.6,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
774,1205,WP-UR-02,North,40,90,45,40,11,0.2,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
775,1206,WP-UR-02,North,50,100,59,54,"79, 80, 112",0.2,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
776,1207,WP-UR-02,East,10,100,41,36,"6, 100, 104",2.4,90,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
777,1208,WP-UR-02,East,20,100,24,19,"47, 48, 49",14.8,90,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
778,1209,WP-UR-02,East,30,100,46,41,"18, 164, 195",0.2,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
779,1210,WP-UR-02,East,40,100,29,24,"12, 28",3.9,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
780,1211,WP-UR-02,East,50,100,40,35,"19, 134, 195",6.8,90,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
781,1212,WP-UR-02,South,10,100,49,44,"145, 148",4.5,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
782,1213,WP-UR-02,South,20,100,50,45,"79, 85, 103, 196",0.2,90,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
783,1214,WP-UR-02,South,30,90,38,33,"150, 190",0.2,80,Base of tree,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
784,1215,WP-UR-02,South,40,100,38,33,,17.5,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
785,1216,WP-UR-02,South,50,100,34,29,,0.2,90,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
786,1217,WP-UR-02,West,10,90,40,35,,8.3,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
787,1218,WP-UR-02,West,20,100,46,41,,17.4,80,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
788,1219,WP-UR-02,West,30,100,54,49,,9.2,90,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
789,1220,WP-UR-02,West,40,80,23,18,,5.3,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
790,1221,WP-UR-02,West,50,90,43,38,"100, 143, 144, 166",1.6,100,,,RainforestUnburnt,152.334534,-29.474164,854.056,Washpool National Park,Rainforest,Unburnt
791,1222,GI-BS-01,North,50,50,7,2,,23,40,,,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
792,1224,GI-BS-01,North,40,30,15,10,,5.9,10,,,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
793,1226,GI-BS-01,North,30,20,16,11,,13.8,40,,,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
794,1228,GI-BS-01,North,20,20,27,22,,13.1,20,,,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
795,1230,GI-BS-01,North,10,10,8,3,,18.8,40,,,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
796,1232,GI-BS-01,East,50,60,17,12,,16.5,70,,MK,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
797,1234,GI-BS-01,East,40,60,20,15,,10.8,50,,MK,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
798,1236,GI-BS-01,East,30,50,14,9,,23.4,40,Log,MK,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
799,1238,GI-BS-01,East,20,70,16,11,,19.8,50,,MK,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
800,1240,GI-BS-01,East,10,90,17,12,1,22.5,40,,MK,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
801,1242,GI-BS-01,South,50,80,25,20,"1, 2, 3, 4, 7",7.1,20,,,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
802,1244,GI-BS-01,South,40,80,25,20,,11.8,40,,,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
803,1246,GI-BS-01,South,30,50,21,16,,11,30,,,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
804,1248,GI-BS-01,South,20,70,23,18,32,20.1,20,,,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
805,1250,GI-BS-01,South,10,60,15,10,13,7.8,50,,,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
806,1252,GI-BS-01,West,50,90,30,25,"8, 21",12.6,10,,,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
807,1254,GI-BS-01,West,40,20,13,8,,10.1,40,Base of tree,MK,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
808,1256,GI-BS-01,West,30,50,22,17,,20.8,20,Log,MK,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
809,1258,GI-BS-01,West,20,80,17,12,,19.8,50,,MK,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
810,1260,GI-BS-01,West,10,80,22,17,"6, 24",7.8,50,,MK,Dry SclerophyllBurnt,152.263156,-28.924645,696.992,Girard State Forest,Dry Sclerophyll,Burnt
811,1263,GI-US-01,North,20,0,41,36,7,10.8,40,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
812,1265,GI-US-01,North,10,0,31,26,,30,40,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
813,1267,GI-US-01,East,50,0,22,17,"5, 70",8,50,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
814,1269,GI-US-01,East,40,0,47,42,,16.2,30,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
815,1271,GI-US-01,East,30,0,28,23,,2.9,50,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
816,1273,GI-US-01,East,20,0,39,34,,13,70,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
817,1275,GI-US-01,East,10,0,34,29,,20.1,40,Base of tree,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
818,1278,GI-US-01,South,20,0,24,19,,27.8,40,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
819,1280,GI-US-01,South,10,0,29,24,,14,60,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
820,1282,GI-US-01,West,50,0,34,29,4,25.8,40,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
821,1284,GI-US-01,West,40,0,38,33,"1, 7, 22, 25",21.8,30,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
822,1286,GI-US-01,West,30,0,24,19,"5, 6",26.9,30,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
823,1288,GI-US-01,West,20,0,38,33,17,10.7,10,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
824,1290,GI-US-01,West,10,0,42,37,"4, 9, 40",4,70,,,Dry SclerophyllUnburnt,152.260034,-28.924348,674.786,Girard State Forest,Dry Sclerophyll,Unburnt
825,1292,GI-BS-02,North,50,50,30,25,"4, 49",18.2,50,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
826,1294,GI-BS-02,North,40,50,25,20,,15.5,10,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
827,1296,GI-BS-02,North,30,30,22,17,7,19.2,10,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
828,1298,GI-BS-02,North,20,20,20,15,17,11.8,30,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
829,1300,GI-BS-02,North,10,60,25,20,,10.3,50,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
830,1302,GI-BS-02,East,50,20,21,16,"2, 6, 7",19.4,50,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
831,1304,GI-BS-02,East,40,100,25,20,,15.8,50,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
832,1306,GI-BS-02,East,30,40,18,13,,19.8,50,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
833,1308,GI-BS-02,East,20,70,27,22,,18.8,50,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
834,1310,GI-BS-02,East,10,50,27,22,21,9.4,70,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
835,1312,GI-BS-02,South,50,80,22,17,2,22.5,60,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
836,1314,GI-BS-02,South,40,100,24,19,"1, 3, 13, 17",10.3,40,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
837,1316,GI-BS-02,South,30,90,35,30,"5, 6, 13",15.5,30,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
838,1318,GI-BS-02,South,20,50,24,19,16,16.3,10,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
839,1320,GI-BS-02,South,10,70,23,18,,7.6,70,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
840,1322,GI-BS-02,West,50,60,15,10,3,16.4,50,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
841,1324,GI-BS-02,West,40,70,23,18,"2, 12, 57, 74",NA,0,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
842,1326,GI-BS-02,West,30,40,20,15,,14.8,10,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
843,1328,GI-BS-02,West,20,20,20,15,,12.7,40,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
844,1330,GI-BS-02,West,10,60,18,13,12,11.6,60,,MK,Dry SclerophyllBurnt,152.267556,-28.9193,680.893,Girard State Forest,Dry Sclerophyll,Burnt
845,1332,GI-US-02,North,50,100,26,21,,0.9,40,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
846,1334,GI-US-02,North,40,100,40,35,,1.8,60,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
847,1336,GI-US-02,North,30,50,43,38,,1.5,60,Log,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
848,1338,GI-US-02,North,20,100,21,16,,1.3,20,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
849,1340,GI-US-02,North,10,100,35,30,16,12.8,30,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
850,1343,GI-US-02,East,10,60,45,40,,3,50,Log,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
851,1345,GI-US-02,East,20,70,23,18,"1, 56, 86, 92, 97, 157",18.8,50,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
852,1347,GI-US-02,East,30,100,40,35,,15.8,70,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
853,1349,GI-US-02,East,40,90,34,29,9,0.8,90,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
854,1351,GI-US-02,East,50,100,22,17,"1, 2, 3, 11",NA,0,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
855,1352,GI-US-02,South,50,100,20,15,6,2,50,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
856,1354,GI-US-02,South,40,90,37,32,,2,60,Log,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
857,1356,GI-US-02,South,30,100,34,29,1,8.6,30,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
858,1358,GI-US-02,South,20,100,39,34,"1, 2, 3",1.8,60,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
859,1360,GI-US-02,South,10,100,49,44,"112, 119, 122",0.8,50,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
860,1362,GI-US-02,West,50,70,30,25,5,4.8,50,Log,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
861,1364,GI-US-02,West,40,100,29,24,,14.5,10,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
862,1366,GI-US-02,West,30,90,42,37,,11.8,30,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
863,1368,GI-US-02,West,20,70,31,26,"9, 13, 16, 17",17.6,50,Log,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
864,1370,GI-US-02,West,10,100,45,40,,16.9,40,,,Dry SclerophyllUnburnt,152.264911,-28.920657,691.665,Girard State Forest,Dry Sclerophyll,Unburnt
865,1372,GI-BS-03,North,50,30,25,20,"2, 7, 9, 16, 33",19.8,10,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
866,1374,GI-BS-03,North,40,80,27,22,,16.8,30,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
867,1376,GI-BS-03,North,30,50,15,10,"22, 36, 59, 83, 99, 152, 178",18.8,40,Log,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
868,1378,GI-BS-03,North,20,90,17,12,"7, 13",15.6,20,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
869,1380,GI-BS-03,North,10,30,15,10,"1, 21, 25, 32, 39, 42, 58",NA,0,Log,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
870,1382,GI-BS-03,East,50,10,11,6,"3, 4, 24, 45",NA,0,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
871,1384,GI-BS-03,East,40,20,12,7,"3, 4, 12, 17",NA,0,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
872,1386,GI-BS-03,East,30,70,23,18,"1, 3, 7, 20, 34",16.2,40,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
873,1388,GI-BS-03,East,20,80,25,20,,19.9,10,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
874,1390,GI-BS-03,East,10,80,16,11,,9.2,10,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
875,1392,GI-BS-03,South,50,40,22,17,"2, 4, 14",0.8,50,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
876,1394,GI-BS-03,South,40,50,16,11,,15.8,20,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
877,1396,GI-BS-03,South,30,90,18,13,"1, 2, 3, 8, 28",21.1,10,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
878,1398,GI-BS-03,South,20,100,24,19,"3, 5, 24, 28, 32, 35",12.2,10,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
879,1400,GI-BS-03,South,10,90,33,28,18,18.5,20,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
880,1402,GI-BS-03,West,50,100,27,22,4,11.3,40,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
881,1404,GI-BS-03,West,40,100,30,25,"10, 16, 22, 29",19.7,10,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
882,1406,GI-BS-03,West,30,100,24,19,"1, 3, 23",19.8,40,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
883,1408,GI-BS-03,West,20,70,8,3,1,13.9,10,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
884,1410,GI-BS-03,West,10,80,17,12,"7, 14, 16, 19, 38, 68",11.1,60,,,Dry SclerophyllBurnt,152.265816,-28.915573,678.139,Girard State Forest,Dry Sclerophyll,Burnt
885,1412,GI-US-03,North,50,100,24,19,,18.4,30,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
886,1414,GI-US-03,North,40,100,22,17,,8.9,10,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
887,1416,GI-US-03,North,30,100,35,30,,20.3,50,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
888,1418,GI-US-03,North,20,80,25,20,,4.8,50,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
889,1420,GI-US-03,North,10,80,44,39,,5.4,80,Base of tree,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
890,1422,GI-US-03,East,50,100,22,17,,5.7,50,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
891,1424,GI-US-03,East,40,100,41,36,3,11.3,40,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
892,1426,GI-US-03,East,30,100,27,22,,10.8,60,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
893,1428,GI-US-03,East,20,80,42,37,5,13.1,40,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
894,1430,GI-US-03,East,10,90,15,10,,11.3,60,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
895,1432,GI-US-03,South,50,100,36,31,,9.6,40,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
896,1434,GI-US-03,South,40,100,34,29,7,0.8,50,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
897,1436,GI-US-03,South,30,100,38,33,,2.8,40,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
898,1438,GI-US-03,South,20,100,37,32,3,16.4,30,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
899,1440,GI-US-03,South,10,100,41,36,,0.2,50,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
900,1442,GI-US-03,West,50,90,26,21,,6.3,50,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
901,1444,GI-US-03,West,40,100,18,13,,19.8,30,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
902,1446,GI-US-03,West,30,100,32,27,,3.2,20,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
903,1448,GI-US-03,West,20,100,41,36,,16.7,50,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
904,1450,GI-US-03,West,10,100,54,49,,13.1,10,,,Dry SclerophyllUnburnt,152.262956,-28.916098,663.835,Girard State Forest,Dry Sclerophyll,Unburnt
905,1452,GI-BS-04,North,50,70,30,25,,7.8,60,,,Dry SclerophyllBurnt,152.26639,-28.912691,670.83,Girard State Forest,Dry Sclerophyll,Burnt
906,1454,GI-BS-04,North,40,80,30,25,"2, 3, 6",NA,0,,,Dry SclerophyllBurnt,152.26639,-28.912691,670.83,Girard State Forest,Dry Sclerophyll,Burnt
907,1456,GI-BS-04,North,30,90,27,22,4,9.7,50,,,Dry SclerophyllBurnt,152.26639,-28.912691,670.83,Girard State Forest,Dry Sclerophyll,Burnt
